고객ID,고객등급,성별,연령대,지역,가입일,최근문의일,누적문의수,마케팅수신동의,이탈위험도
CUST-11013,SILVER,남,60대 이상,전북,2021-02-21,2021-06-24,7,N,높음
CUST-11014,일반,남,20대,울산,2020-03-28,2020-08-17,1,Y,높음
CUST-11015,SILVER,여,20대,경기,2022-06-22,2022-09-21,3,Y,보통
CUST-11016,VIP,남,50대,경기,2023-12-23,2024-05-12,21,Y,높음
CUST-11017,일반,여,40대,경기,2020-04-14,2021-02-19,3,Y,낮음
CUST-11018,GOLD,여,30대,대전,2021-12-04,2022-11-24,6,Y,보통
CUST-11019,일반,여,50대,인천,2022-11-08,2023-04-06,4,Y,보통
CUST-11020,일반,남,40대,인천,2020-12-05,2021-04-20,3,N,높음
CUST-11021,일반,여,30대,인천,2021-04-14,2022-01-22,5,N,높음
CUST-11022,일반,여,20대,인천,2023-12-08,2024-10-21,1,Y,낮음
CUST-11023,SILVER,여,20대,경남,2021-01-29,2021-04-13,1,N,보통
CUST-11024,SILVER,남,30대,서울,2021-01-01,2021-10-03,10,N,보통
CUST-11025,일반,남,20대,제주,2022-03-08,2022-11-29,1,N,보통
CUST-11026,일반,여,40대,경기,2023-11-23,2023-12-17,5,N,높음
CUST-11027,VIP,여,50대,서울,2022-12-14,2023-05-12,23,Y,낮음
CUST-11028,일반,남,40대,경기,2022-02-10,2022-09-03,2,Y,높음
CUST-11029,일반,남,20대,광주,2023-09-08,2024-02-27,3,Y,보통
CUST-11030,SILVER,남,50대,부산,2020-06-06,2021-04-30,10,N,높음
CUST-11031,GOLD,여,20대,경기,2021-05-18,2022-01-19,13,N,높음
CUST-11032,SILVER,여,10대,울산,2023-01-05,2023-01-31,11,Y,보통
CUST-11033,SILVER,여,60대 이상,서울,2023-08-19,2024-06-27,10,N,낮음
CUST-11034,일반,남,10대,경남,2023-09-24,2024-05-30,4,N,보통
CUST-11035,일반,여,30대,경기,2023-03-17,2023-08-19,1,N,높음
CUST-11036,일반,남,30대,전남,2021-02-18,2021-02-24,1,Y,높음
CUST-11037,SILVER,여,50대,부산,2021-04-20,2021-12-24,1,Y,낮음
CUST-11038,VIP,남,60대 이상,부산,2021-07-16,2022-04-13,8,N,낮음
CUST-11039,일반,남,10대,전북,2020-05-05,2021-03-12,5,Y,낮음
CUST-11040,일반,여,40대,인천,2020-01-03,2020-10-19,5,Y,보통
CUST-11041,일반,남,30대,경기,2023-08-07,2024-04-18,2,N,낮음
CUST-11042,SILVER,여,60대 이상,경남,2022-04-23,2022-07-06,7,Y,보통
CUST-11043,일반,남,50대,제주,2020-02-11,2020-06-17,1,N,보통
CUST-11044,GOLD,여,50대,인천,2021-01-16,2021-01-19,12,Y,낮음
CUST-11045,일반,남,50대,전남,2022-05-12,2023-04-21,1,N,보통
CUST-11046,일반,여,40대,경남,2022-12-15,2023-04-23,3,Y,보통
CUST-11047,일반,여,40대,인천,2022-08-02,2022-10-12,4,N,높음
CUST-11048,GOLD,남,30대,강원,2021-06-11,2021-12-12,3,N,낮음
CUST-11049,SILVER,남,30대,경기,2021-01-08,2021-10-19,6,Y,낮음
CUST-11050,일반,남,60대 이상,대구,2020-08-12,2021-06-27,5,Y,낮음
CUST-11051,일반,여,30대,서울,2023-03-17,2023-09-24,2,N,낮음
CUST-11052,일반,남,40대,부산,2021-07-24,2022-01-07,1,Y,낮음
CUST-11053,SILVER,남,40대,울산,2023-08-07,2024-01-03,9,N,낮음
CUST-11054,일반,남,30대,경기,2021-04-30,2021-12-13,4,Y,낮음
CUST-11055,SILVER,여,60대 이상,광주,2021-08-13,2021-10-20,4,N,낮음
CUST-11056,SILVER,여,60대 이상,대전,2022-12-12,2023-07-23,2,N,높음
CUST-11057,SILVER,여,60대 이상,서울,2020-04-23,2020-07-23,6,N,높음
CUST-11058,GOLD,여,50대,충북,2022-03-29,2022-04-20,25,Y,높음
CUST-11059,SILVER,남,30대,경기,2023-04-15,2024-01-30,4,N,보통
CUST-11060,일반,남,10대,전북,2021-07-09,2022-05-22,1,Y,보통
CUST-11061,SILVER,여,30대,부산,2022-11-01,2023-09-03,6,N,낮음
CUST-11062,GOLD,여,50대,전남,2020-10-16,2020-12-28,10,N,보통
CUST-11063,일반,남,20대,서울,2020-07-30,2021-05-24,4,Y,낮음
CUST-11064,일반,여,40대,광주,2021-02-05,2021-04-24,1,Y,보통
CUST-11065,일반,남,50대,경기,2021-06-19,2022-04-28,5,N,낮음
CUST-11066,SILVER,여,30대,전북,2021-09-29,2022-07-26,7,Y,보통
CUST-11067,일반,여,50대,서울,2023-04-25,2023-10-01,6,Y,낮음
CUST-11068,SILVER,남,30대,부산,2021-02-16,2021-10-17,7,Y,보통
CUST-11069,SILVER,여,40대,부산,2022-10-06,2023-08-13,7,N,낮음
CUST-11070,SILVER,남,20대,강원,2022-03-19,2023-02-16,3,Y,낮음
CUST-11071,SILVER,남,40대,서울,2021-04-21,2021-06-08,1,N,보통
CUST-11072,SILVER,여,30대,대구,2023-05-24,2024-03-12,7,Y,보통
CUST-11073,SILVER,여,20대,강원,2021-01-25,2021-08-08,5,N,보통
CUST-11074,GOLD,남,30대,충남,2023-08-02,2024-03-24,9,N,높음
CUST-11075,SILVER,남,30대,경기,2021-11-09,2022-10-21,8,N,보통
CUST-11076,GOLD,남,40대,서울,2021-03-10,2022-02-09,4,N,보통
CUST-11077,일반,남,40대,부산,2023-09-25,2023-11-20,1,N,낮음
CUST-11078,SILVER,여,40대,대전,2023-10-08,2023-12-30,3,Y,보통
CUST-11079,SILVER,남,50대,전북,2021-11-18,2022-05-02,1,N,보통
CUST-11080,GOLD,여,40대,경기,2020-01-27,2021-01-06,7,N,낮음
CUST-11081,GOLD,여,20대,충남,2022-06-12,2022-09-28,1,Y,보통
CUST-11082,일반,남,60대 이상,서울,2021-04-04,2021-06-07,3,Y,높음
CUST-11083,SILVER,여,20대,강원,2022-08-31,2023-02-17,13,Y,높음
CUST-11084,일반,남,30대,부산,2022-10-05,2023-07-16,3,N,보통
CUST-11085,SILVER,남,60대 이상,서울,2023-07-09,2023-12-07,5,N,낮음
CUST-11086,SILVER,남,40대,부산,2020-09-06,2021-03-10,4,Y,낮음
CUST-11087,SILVER,남,30대,전북,2023-11-12,2024-10-15,10,Y,낮음
CUST-11088,GOLD,여,50대,경기,2022-07-05,2023-02-21,11,Y,낮음
CUST-11089,일반,여,50대,서울,2021-09-11,2022-05-27,4,N,보통
CUST-11090,SILVER,남,20대,충북,2023-03-08,2023-11-03,3,N,낮음
CUST-11091,SILVER,남,30대,전남,2020-10-02,2021-05-26,14,Y,보통
CUST-11092,일반,여,10대,인천,2023-06-17,2024-03-25,3,Y,보통
CUST-11093,SILVER,남,30대,서울,2021-08-18,2021-09-02,1,Y,낮음
CUST-11094,VIP,남,30대,인천,2023-08-29,2024-01-08,30,Y,낮음
CUST-11095,일반,여,20대,전북,2023-10-02,2024-07-27,5,N,낮음
CUST-11096,일반,남,30대,부산,2020-11-10,2021-10-14,4,N,보통
CUST-11097,일반,여,20대,경남,2020-03-06,2021-02-21,1,Y,낮음
CUST-11098,GOLD,남,60대 이상,서울,2022-06-06,2023-05-02,5,Y,보통
CUST-11099,SILVER,여,40대,경기,2022-07-25,2023-05-08,6,Y,높음
CUST-11100,SILVER,남,20대,충북,2023-11-02,2024-06-18,1,N,낮음
CUST-11101,VIP,남,20대,강원,2021-12-02,2022-04-15,22,Y,보통
CUST-11102,SILVER,남,30대,경기,2020-09-19,2021-02-26,3,N,낮음
CUST-11103,GOLD,남,40대,경기,2021-06-07,2022-02-07,17,N,낮음
CUST-11104,일반,여,40대,경기,2023-11-26,2024-09-21,1,Y,보통
CUST-11105,SILVER,여,60대 이상,서울,2023-02-26,2023-09-27,11,Y,낮음
CUST-11106,일반,여,60대 이상,경기,2020-01-12,2020-03-23,2,Y,낮음
CUST-11107,VIP,여,30대,경남,2021-01-18,2021-03-06,1,N,보통
CUST-11108,일반,남,40대,경기,2020-12-27,2021-09-16,1,N,낮음
CUST-11109,일반,남,20대,부산,2021-01-21,2021-09-10,1,Y,낮음
CUST-11110,SILVER,남,40대,경기,2023-10-13,2024-06-18,6,N,낮음
CUST-11111,일반,남,30대,충남,2023-07-18,2023-08-18,1,Y,낮음
CUST-11112,일반,남,60대 이상,대구,2020-02-26,2021-01-04,6,Y,보통
CUST-11113,SILVER,여,40대,경기,2023-04-28,2023-05-15,10,N,높음
CUST-11114,GOLD,남,60대 이상,제주,2021-10-14,2022-02-24,4,Y,보통
CUST-11115,GOLD,남,60대 이상,경남,2023-04-21,2023-11-18,7,N,낮음
CUST-11116,SILVER,여,60대 이상,경기,2021-01-11,2021-04-30,9,N,낮음
CUST-11117,SILVER,남,40대,전남,2022-09-23,2023-01-01,1,Y,낮음
CUST-11118,일반,남,40대,서울,2023-09-11,2024-03-31,5,N,보통
CUST-11119,VIP,남,50대,서울,2023-02-14,2024-01-13,18,N,보통
CUST-11120,SILVER,여,40대,서울,2022-09-28,2023-02-09,9,N,높음
CUST-11121,SILVER,남,40대,경기,2020-05-10,2020-09-18,9,N,낮음
CUST-11122,일반,남,30대,경기,2023-01-27,2023-03-03,5,N,높음
CUST-11123,일반,남,20대,제주,2021-07-28,2021-09-28,1,Y,보통
CUST-11124,SILVER,여,30대,경기,2021-07-29,2022-07-20,8,Y,낮음
CUST-11125,SILVER,남,40대,전북,2021-07-12,2022-01-02,8,N,낮음
CUST-11126,SILVER,남,20대,대구,2022-03-05,2022-03-19,2,Y,낮음
CUST-11127,일반,남,40대,대구,2021-10-10,2022-01-01,4,N,낮음
CUST-11128,일반,남,30대,강원,2023-10-31,2024-05-25,1,Y,보통
CUST-11129,SILVER,남,60대 이상,전남,2023-10-06,2024-07-24,14,Y,낮음
CUST-11130,일반,남,40대,대구,2023-12-13,2024-05-24,3,N,높음
CUST-11131,SILVER,남,50대,서울,2022-01-30,2022-06-24,7,N,낮음
CUST-11132,일반,남,30대,인천,2022-06-14,2023-04-23,3,Y,낮음
CUST-11133,일반,남,40대,제주,2021-06-03,2021-06-25,4,N,보통
CUST-11134,일반,남,40대,서울,2023-08-31,2024-04-13,6,N,보통
CUST-11135,VIP,여,20대,전북,2023-11-11,2023-12-24,30,N,낮음
CUST-11136,일반,여,30대,서울,2022-09-05,2023-03-01,5,Y,보통
CUST-11137,SILVER,남,10대,경기,2023-03-17,2023-11-08,4,N,높음
CUST-11138,GOLD,남,60대 이상,부산,2023-04-05,2023-08-16,24,Y,보통
CUST-11139,일반,여,50대,경기,2021-04-28,2021-07-15,3,N,낮음
CUST-11140,일반,남,40대,대전,2021-12-27,2022-11-20,1,Y,높음
CUST-11141,SILVER,여,30대,경남,2020-04-06,2020-10-07,5,N,보통
CUST-11142,일반,남,60대 이상,전북,2021-05-22,2021-08-01,1,Y,낮음
CUST-11143,일반,여,50대,인천,2021-12-14,2022-11-05,4,N,낮음
CUST-11144,SILVER,남,30대,서울,2023-10-07,2024-03-03,10,Y,높음
CUST-11145,일반,여,50대,경기,2023-02-06,2023-02-08,1,N,보통
CUST-11146,SILVER,여,20대,대전,2020-09-29,2021-09-12,12,Y,보통
CUST-11147,SILVER,여,30대,경기,2022-02-17,2022-12-14,6,N,낮음
CUST-11148,일반,여,20대,광주,2022-12-14,2023-09-19,4,Y,낮음
CUST-11149,SILVER,남,20대,경기,2021-06-29,2022-02-17,8,N,높음
CUST-11150,SILVER,여,40대,경기,2021-02-08,2021-09-04,7,N,낮음
CUST-11151,GOLD,여,50대,광주,2020-05-08,2020-07-09,12,Y,높음
CUST-11152,SILVER,여,50대,서울,2020-04-27,2020-09-26,1,Y,낮음
CUST-11153,일반,남,20대,서울,2022-03-07,2022-06-10,2,N,낮음
CUST-11154,일반,남,30대,전북,2021-10-24,2022-07-21,5,N,보통
CUST-11155,일반,남,50대,강원,2021-11-30,2022-01-16,1,N,높음
CUST-11156,SILVER,남,30대,부산,2022-02-16,2022-05-12,8,Y,낮음
CUST-11157,SILVER,여,30대,경북,2022-08-15,2022-11-26,9,N,낮음
CUST-11158,일반,여,50대,대구,2023-10-27,2024-02-10,1,Y,낮음
CUST-11159,일반,남,40대,서울,2021-12-07,2022-08-08,5,Y,보통
CUST-11160,SILVER,여,60대 이상,제주,2023-06-18,2024-03-18,10,Y,낮음
CUST-11161,SILVER,남,50대,전남,2022-11-23,2023-07-06,11,N,낮음
CUST-11162,일반,여,40대,경기,2023-09-05,2024-03-18,4,Y,보통
CUST-11163,GOLD,여,30대,경기,2022-12-17,2023-02-14,13,Y,낮음
CUST-11164,SILVER,여,50대,전남,2023-09-26,2024-08-21,4,N,높음
CUST-11165,SILVER,여,40대,충남,2023-12-23,2024-03-31,14,Y,보통
CUST-11166,일반,남,40대,경기,2020-08-14,2020-11-02,4,N,낮음
CUST-11167,일반,남,40대,전남,2020-01-28,2020-11-14,4,Y,낮음
CUST-11168,일반,여,30대,경기,2020-08-15,2021-04-19,3,N,보통
CUST-11169,SILVER,남,50대,대전,2023-10-12,2023-12-19,3,N,높음
CUST-11170,일반,여,60대 이상,광주,2023-01-23,2023-06-26,1,Y,낮음
CUST-11171,일반,남,40대,서울,2021-06-06,2022-03-31,1,N,높음
CUST-11172,SILVER,남,60대 이상,경기,2023-08-05,2024-01-02,3,N,낮음
CUST-11173,일반,남,20대,부산,2022-09-10,2023-03-18,3,N,낮음
CUST-11174,SILVER,여,20대,경남,2023-11-04,2024-02-11,9,N,낮음
CUST-11175,SILVER,여,60대 이상,서울,2020-05-27,2021-01-18,4,N,낮음
CUST-11176,SILVER,남,10대,대구,2022-07-23,2023-05-01,4,Y,높음
CUST-11177,GOLD,여,50대,경기,2021-01-29,2021-11-26,5,N,낮음
CUST-11178,일반,남,40대,인천,2020-12-21,2020-12-30,4,N,보통
CUST-11179,GOLD,남,30대,서울,2022-06-08,2023-01-23,14,N,낮음
CUST-11180,SILVER,남,30대,경기,2020-09-10,2021-06-16,1,N,낮음
CUST-11181,일반,남,30대,대전,2022-08-31,2023-08-13,3,N,보통
CUST-11182,일반,여,30대,경기,2023-05-12,2023-07-10,3,Y,낮음
CUST-11183,일반,남,30대,대구,2022-10-09,2023-08-04,3,N,낮음
CUST-11184,일반,남,10대,강원,2020-11-05,2021-06-27,2,Y,낮음
CUST-11185,GOLD,여,20대,경남,2020-04-23,2020-08-31,7,Y,보통
CUST-11186,SILVER,남,50대,제주,2023-06-17,2023-09-14,7,Y,낮음
CUST-11187,SILVER,남,50대,경기,2021-06-02,2022-01-22,2,N,낮음
CUST-11188,VIP,여,50대,울산,2022-09-09,2023-05-31,25,Y,낮음
CUST-11189,일반,여,30대,경기,2023-02-20,2023-10-21,3,N,보통
CUST-11190,일반,남,20대,강원,2021-10-21,2022-08-04,1,N,낮음
CUST-11191,일반,남,20대,서울,2023-07-04,2024-03-21,1,N,낮음
CUST-11192,일반,남,10대,서울,2021-01-30,2022-01-24,8,N,낮음
CUST-11193,일반,남,40대,경북,2022-09-18,2023-02-03,2,Y,보통
CUST-11194,일반,남,50대,경북,2021-09-19,2021-09-21,1,N,낮음
CUST-11195,일반,남,20대,경남,2021-10-31,2022-09-13,1,Y,낮음
CUST-11196,일반,남,30대,서울,2023-01-01,2023-02-28,1,Y,보통
CUST-11197,일반,남,60대 이상,경남,2022-02-12,2022-04-08,3,Y,보통
CUST-11198,일반,남,50대,대구,2021-04-02,2022-01-23,4,Y,높음
CUST-11199,일반,남,60대 이상,부산,2023-06-01,2024-02-13,3,N,낮음
CUST-11200,일반,남,30대,대전,2020-08-28,2021-06-16,4,Y,낮음
CUST-11201,GOLD,남,20대,경남,2021-04-07,2022-03-24,17,N,낮음
CUST-11202,SILVER,여,50대,인천,2022-05-23,2022-07-22,6,Y,낮음
CUST-11203,일반,남,10대,경기,2023-07-30,2024-02-10,2,Y,보통
CUST-11204,일반,남,30대,경기,2021-05-23,2021-06-12,1,N,낮음
CUST-11205,GOLD,여,20대,광주,2022-06-12,2023-05-14,9,Y,낮음
CUST-11206,GOLD,남,60대 이상,부산,2020-05-23,2020-09-21,13,Y,보통
CUST-11207,GOLD,남,50대,인천,2020-04-24,2020-09-26,18,N,낮음
CUST-11208,GOLD,남,30대,인천,2022-07-16,2022-10-12,21,Y,낮음
CUST-11209,GOLD,여,40대,경기,2022-04-18,2022-06-14,1,N,낮음
CUST-11210,GOLD,남,60대 이상,제주,2021-07-13,2021-12-24,13,N,낮음
CUST-11211,GOLD,남,40대,전북,2023-07-03,2023-08-07,7,N,낮음
CUST-11212,일반,여,40대,경기,2022-07-10,2022-07-25,4,Y,보통
CUST-11213,일반,남,30대,서울,2021-02-26,2021-04-22,1,N,보통
CUST-11214,VIP,남,30대,인천,2023-03-25,2023-09-16,30,N,보통
CUST-11215,일반,남,50대,경기,2021-09-06,2022-08-22,5,Y,낮음
CUST-11216,일반,남,20대,대구,2022-11-03,2023-02-21,1,N,높음
CUST-11217,일반,여,60대 이상,광주,2021-08-14,2021-12-07,6,Y,보통
CUST-11218,VIP,남,10대,부산,2021-04-03,2021-10-04,18,N,높음
CUST-11219,일반,남,30대,경기,2021-02-08,2021-09-08,1,N,보통
CUST-11220,GOLD,여,30대,대구,2021-05-26,2021-06-16,10,N,낮음
CUST-11221,일반,남,20대,경기,2021-06-16,2021-12-26,2,N,낮음
CUST-11222,일반,남,30대,전북,2020-11-16,2021-09-13,3,N,보통
CUST-11223,일반,여,30대,광주,2023-12-13,2024-07-23,4,N,낮음
CUST-11224,일반,남,20대,전북,2020-10-11,2020-12-08,3,N,낮음
CUST-11225,SILVER,여,60대 이상,부산,2022-05-04,2023-01-20,5,Y,보통
CUST-11226,SILVER,여,60대 이상,인천,2021-01-26,2021-06-19,3,Y,낮음
CUST-11227,VIP,여,40대,서울,2020-11-23,2021-09-25,28,Y,낮음
CUST-11228,일반,남,20대,경남,2022-09-23,2023-02-22,2,N,보통
CUST-11229,일반,여,20대,충북,2022-02-07,2022-02-21,2,Y,낮음
CUST-11230,일반,여,50대,서울,2022-04-30,2022-11-11,2,N,낮음
CUST-11231,일반,여,40대,전북,2023-07-12,2023-10-24,1,Y,낮음
CUST-11232,일반,남,40대,경기,2023-12-21,2024-06-24,7,Y,낮음
CUST-11233,일반,남,40대,경기,2022-12-05,2023-06-21,2,N,높음
CUST-11234,일반,남,30대,전북,2020-08-02,2020-12-28,2,Y,보통
CUST-11235,일반,여,40대,인천,2020-11-27,2021-11-19,1,N,낮음
CUST-11236,일반,남,40대,부산,2023-04-12,2023-10-31,2,N,낮음
CUST-11237,SILVER,여,50대,대구,2023-04-18,2023-08-01,6,Y,보통
CUST-11238,일반,여,20대,울산,2022-11-06,2023-08-10,1,N,낮음
CUST-11239,SILVER,남,20대,대전,2020-01-24,2020-04-01,4,Y,보통
CUST-11240,일반,남,30대,경기,2021-08-28,2022-06-19,1,N,보통
CUST-11241,SILVER,여,40대,서울,2021-08-10,2021-11-19,9,Y,낮음
CUST-11242,일반,여,40대,경북,2023-12-14,2024-05-16,5,N,보통
CUST-11243,일반,여,40대,서울,2021-12-27,2022-07-07,3,Y,낮음
CUST-11244,일반,여,30대,충북,2021-07-28,2021-09-03,2,N,보통
CUST-11245,SILVER,남,50대,경기,2023-02-06,2023-05-18,4,N,낮음
CUST-11246,GOLD,남,20대,인천,2022-01-22,2023-01-12,26,N,낮음
CUST-11247,일반,남,30대,경기,2020-11-12,2021-02-02,5,N,낮음
CUST-11248,일반,남,20대,경기,2020-05-30,2021-02-15,5,Y,낮음
CUST-11249,일반,여,30대,전남,2021-12-06,2022-02-13,1,N,낮음
CUST-11250,SILVER,여,30대,경기,2022-05-21,2023-04-25,5,Y,높음
CUST-11251,일반,여,20대,광주,2022-06-20,2023-05-17,2,Y,낮음
CUST-11252,일반,남,10대,경기,2021-04-09,2022-01-06,1,Y,보통
CUST-11253,일반,여,20대,인천,2021-01-08,2021-04-15,3,N,보통
CUST-11254,일반,남,30대,대전,2020-01-04,2020-05-08,6,N,보통
CUST-11255,SILVER,여,10대,부산,2022-05-04,2022-09-07,8,N,낮음
CUST-11256,일반,남,50대,충남,2023-01-26,2023-06-06,2,Y,낮음
CUST-11257,SILVER,여,20대,부산,2020-04-25,2021-01-17,9,Y,높음
CUST-11258,일반,여,30대,전북,2023-03-14,2024-01-20,6,N,높음
CUST-11259,GOLD,여,40대,서울,2020-01-04,2020-01-30,7,Y,보통
CUST-11260,일반,여,30대,서울,2022-10-31,2023-03-24,2,N,낮음
CUST-11261,일반,여,20대,서울,2022-06-13,2023-01-24,1,Y,보통
CUST-11262,VIP,남,10대,서울,2021-10-29,2021-12-05,13,N,보통
CUST-11263,GOLD,여,40대,경북,2023-12-13,2024-05-01,19,Y,낮음
CUST-11264,SILVER,여,50대,서울,2022-11-28,2023-07-02,10,Y,높음
CUST-11265,GOLD,여,40대,전남,2022-07-03,2022-07-15,20,N,보통
CUST-11266,일반,여,60대 이상,경기,2020-12-28,2021-03-13,5,Y,보통
CUST-11267,GOLD,여,20대,전남,2022-03-29,2022-05-15,18,N,낮음
CUST-11268,SILVER,남,50대,서울,2020-01-08,2020-04-10,3,Y,낮음
CUST-11269,VIP,여,20대,제주,2021-10-09,2022-07-25,2,N,보통
CUST-11270,VIP,여,40대,인천,2021-10-14,2021-11-16,23,N,낮음
CUST-11271,GOLD,남,60대 이상,인천,2020-11-29,2020-12-02,10,Y,보통
CUST-11272,일반,남,60대 이상,강원,2023-10-14,2023-12-22,6,Y,보통
CUST-11273,SILVER,남,60대 이상,대구,2022-11-15,2023-05-02,1,N,보통
CUST-11274,GOLD,남,40대,경기,2020-06-17,2020-06-26,13,Y,낮음
CUST-11275,SILVER,남,40대,서울,2021-08-13,2022-07-02,5,N,낮음
CUST-11276,일반,여,40대,대전,2021-09-21,2022-06-28,1,Y,높음
CUST-11277,일반,남,60대 이상,서울,2022-03-24,2022-04-01,1,N,보통
CUST-11278,일반,남,40대,서울,2020-04-22,2020-08-05,4,Y,낮음
CUST-11279,일반,남,40대,경북,2021-11-10,2022-06-30,2,N,보통
CUST-11280,SILVER,여,50대,부산,2022-09-18,2023-09-06,5,Y,낮음
CUST-11281,SILVER,여,30대,경기,2020-01-09,2020-04-14,1,Y,보통
CUST-11282,SILVER,여,50대,경기,2021-04-07,2022-03-13,10,Y,낮음
CUST-11283,일반,여,40대,강원,2023-02-23,2023-09-30,3,N,낮음
CUST-11284,일반,남,20대,대전,2020-08-21,2021-03-02,3,N,높음
CUST-11285,SILVER,남,20대,충남,2022-05-01,2023-02-10,3,N,낮음
CUST-11286,일반,남,40대,경남,2022-12-10,2023-01-07,3,Y,낮음
CUST-11287,일반,여,20대,부산,2020-03-29,2020-08-28,2,N,보통
CUST-11288,SILVER,남,10대,경기,2022-04-23,2023-01-13,14,N,낮음
CUST-11289,일반,남,40대,부산,2020-08-25,2021-07-11,6,Y,낮음
CUST-11290,일반,여,20대,서울,2020-08-18,2021-06-05,5,Y,보통
CUST-11291,VIP,남,20대,충북,2023-08-24,2023-11-28,19,N,낮음
CUST-11292,일반,여,50대,경기,2021-06-03,2022-05-20,2,Y,높음
CUST-11293,SILVER,남,50대,전북,2021-03-08,2022-01-14,4,Y,낮음
CUST-11294,일반,여,40대,경기,2021-08-06,2022-07-26,2,Y,보통
CUST-11295,GOLD,남,20대,대구,2020-03-03,2020-07-07,15,Y,낮음
CUST-11296,SILVER,남,30대,경기,2021-10-15,2022-06-05,4,N,보통
CUST-11297,일반,여,50대,경기,2022-05-07,2022-06-30,2,N,낮음
CUST-11298,SILVER,남,30대,경기,2023-09-07,2024-04-16,12,N,낮음
CUST-11299,GOLD,여,60대 이상,서울,2023-01-08,2023-06-03,8,N,낮음
CUST-11300,VIP,여,20대,서울,2023-12-16,2024-02-01,11,Y,보통
CUST-11301,VIP,남,20대,강원,2022-01-05,2022-09-09,1,Y,낮음
CUST-11302,일반,여,20대,경기,2022-01-27,2022-07-30,4,Y,높음
CUST-11303,SILVER,남,50대,경기,2023-07-10,2024-04-08,12,N,낮음
CUST-11304,일반,여,40대,충북,2023-04-11,2023-10-11,6,Y,높음
CUST-11305,VIP,여,40대,인천,2021-07-19,2022-01-25,22,Y,낮음
CUST-11306,일반,남,60대 이상,경남,2020-05-11,2021-01-28,1,Y,낮음
CUST-11307,GOLD,여,40대,경기,2020-04-03,2020-12-07,23,N,보통
CUST-11308,GOLD,여,60대 이상,경기,2021-03-19,2022-02-01,11,N,낮음
CUST-11309,SILVER,남,50대,충남,2020-10-22,2021-10-19,6,Y,낮음
CUST-11310,GOLD,남,50대,경기,2022-04-02,2023-03-14,4,N,보통
CUST-11311,일반,여,40대,충북,2021-03-18,2021-08-24,1,Y,낮음
CUST-11312,일반,남,60대 이상,경기,2022-05-17,2022-06-26,3,N,높음
CUST-11313,SILVER,여,20대,부산,2023-08-20,2024-03-18,2,Y,낮음
CUST-11314,일반,남,10대,전남,2021-04-19,2022-03-16,1,Y,높음
CUST-11315,일반,여,30대,서울,2022-11-14,2023-10-15,1,Y,낮음
CUST-11316,SILVER,남,30대,서울,2022-04-17,2023-03-15,2,Y,낮음
CUST-11317,SILVER,남,40대,경기,2023-03-28,2024-01-03,6,N,낮음
CUST-11318,SILVER,남,30대,경기,2022-04-25,2022-07-04,9,N,보통
CUST-11319,SILVER,여,30대,전북,2020-05-29,2020-06-12,6,Y,보통
CUST-11320,일반,여,10대,서울,2020-12-01,2021-05-28,4,Y,보통
CUST-11321,일반,여,20대,경남,2022-07-13,2023-05-13,3,Y,보통
CUST-11322,일반,여,20대,대구,2021-12-17,2022-03-31,2,N,낮음
CUST-11323,일반,여,20대,대전,2023-10-25,2024-06-09,2,Y,낮음
CUST-11324,일반,여,40대,경기,2023-04-06,2023-06-28,3,N,낮음
CUST-11325,SILVER,여,40대,서울,2023-04-16,2023-05-31,5,N,보통
CUST-11326,SILVER,여,30대,경기,2023-03-24,2024-01-30,3,Y,보통
CUST-11327,GOLD,여,20대,경기,2020-05-22,2020-06-29,16,Y,보통
CUST-11328,일반,남,30대,경기,2022-08-21,2023-08-11,6,Y,낮음
CUST-11329,SILVER,여,50대,경기,2022-12-26,2023-03-06,2,Y,낮음
CUST-11330,VIP,여,20대,충북,2022-06-08,2022-10-18,24,N,보통
CUST-11331,일반,여,40대,대구,2023-06-12,2023-06-27,2,Y,낮음
CUST-11332,SILVER,여,30대,경기,2021-12-16,2022-03-10,3,Y,보통
CUST-11333,일반,남,20대,경기,2022-02-25,2022-08-29,1,N,높음
CUST-11334,일반,여,60대 이상,충남,2022-09-10,2023-03-26,5,N,보통
CUST-11335,SILVER,여,60대 이상,인천,2021-10-11,2021-10-12,6,N,높음
CUST-11336,일반,여,50대,전북,2021-06-24,2021-08-20,1,N,낮음
CUST-11337,일반,여,40대,대전,2020-12-09,2021-02-14,9,N,보통
CUST-11338,일반,남,60대 이상,경기,2023-12-07,2024-01-09,1,N,높음
CUST-11339,SILVER,여,30대,경남,2022-03-28,2023-02-24,6,N,낮음
CUST-11340,일반,남,50대,인천,2021-07-10,2022-06-28,1,Y,보통
CUST-11341,GOLD,여,20대,인천,2021-09-14,2022-05-18,15,N,높음
CUST-11342,일반,남,40대,경남,2023-11-10,2024-04-30,3,Y,높음
CUST-11343,VIP,여,40대,경기,2023-04-05,2023-11-23,18,N,보통
CUST-11344,VIP,남,50대,대구,2020-08-21,2021-06-30,26,N,보통
CUST-11345,GOLD,남,40대,경기,2020-03-24,2021-02-14,13,Y,보통
CUST-11346,일반,여,30대,서울,2020-12-27,2021-11-04,3,Y,낮음
CUST-11347,SILVER,여,20대,인천,2023-07-29,2024-04-21,5,Y,보통
CUST-11348,일반,남,30대,경기,2021-07-09,2021-10-06,3,Y,낮음
CUST-11349,일반,여,40대,부산,2020-03-13,2021-02-18,4,N,낮음
